Cycles: 1000; Nodes: 10
Node: 0; Time: 0; Accuracy: 0.333333; Norm Diff Matrix: 12.705438; Norm Diff Percent: 1.270544
Node: 4; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 13.051922; Norm Diff Percent: 1.305192
Node: 5; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 12.973787; Norm Diff Percent: 1.297379
Node: 6; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 12.968535; Norm Diff Percent: 1.296853
Node: 7; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 13.011542; Norm Diff Percent: 1.301154
Node: 8; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 13.228842; Norm Diff Percent: 1.322884
Node: 9; Time: 9; Accuracy: 0.333333; Norm Diff Matrix: 12.948856; Norm Diff Percent: 1.294886
Node: 0; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.982288; Norm Diff Percent: 1.298229
Node: 1; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.848674; Norm Diff Percent: 1.284867
Node: 2; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.759120; Norm Diff Percent: 1.275912
Node: 3; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.609485; Norm Diff Percent: 1.260949
Node: 4; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.532773; Norm Diff Percent: 1.253277
Node: 5; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.957020; Norm Diff Percent: 1.295702
Node: 6; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.779933; Norm Diff Percent: 1.277993
Node: 7; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.750793; Norm Diff Percent: 1.275079
Node: 8; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.613954; Norm Diff Percent: 1.261395
Node: 9; Time: 10; Accuracy: 0.333333; Norm Diff Matrix: 12.315154; Norm Diff Percent: 1.231515
Node: 0; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.506564; Norm Diff Percent: 1.350656
Node: 1; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.535515; Norm Diff Percent: 1.353552
Node: 2; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.481191; Norm Diff Percent: 1.348119
Node: 3; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.481022; Norm Diff Percent: 1.348102
Node: 4; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.448032; Norm Diff Percent: 1.344803
Node: 5; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.493424; Norm Diff Percent: 1.349342
Node: 6; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.505157; Norm Diff Percent: 1.350516
Node: 7; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.461435; Norm Diff Percent: 1.346143
Node: 8; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.492186; Norm Diff Percent: 1.349219
Node: 9; Time: 11; Accuracy: 0.333333; Norm Diff Matrix: 13.485771; Norm Diff Percent: 1.348577
Node: 0; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.940458; Norm Diff Percent: 1.194046
Node: 1; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 12.241212; Norm Diff Percent: 1.224121
Node: 2; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.838006; Norm Diff Percent: 1.183801
Node: 3; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.714755; Norm Diff Percent: 1.171476
Node: 4; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.536572; Norm Diff Percent: 1.153657
Node: 5; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.833915; Norm Diff Percent: 1.183392
Node: 6; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.823250; Norm Diff Percent: 1.182325
Node: 7; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.794960; Norm Diff Percent: 1.179496
Node: 8; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.897745; Norm Diff Percent: 1.189775
Node: 9; Time: 12; Accuracy: 0.333333; Norm Diff Matrix: 11.503833; Norm Diff Percent: 1.150383
Node: 0; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.775388; Norm Diff Percent: 1.277539
Node: 1; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.839603; Norm Diff Percent: 1.283960
Node: 2; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.451733; Norm Diff Percent: 1.245173
Node: 3; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.482944; Norm Diff Percent: 1.248294
Node: 4; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.338493; Norm Diff Percent: 1.233849
Node: 5; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.583890; Norm Diff Percent: 1.258389
Node: 6; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.536318; Norm Diff Percent: 1.253632
Node: 7; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.558172; Norm Diff Percent: 1.255817
Node: 8; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.730542; Norm Diff Percent: 1.273054
Node: 9; Time: 13; Accuracy: 0.333333; Norm Diff Matrix: 12.200152; Norm Diff Percent: 1.220015
Node: 0; Time: 14; Accuracy: 0.666667; Norm Diff Matrix: 10.895376; Norm Diff Percent: 1.089538
Node: 1; Time: 14; Accuracy: 0.506667; Norm Diff Matrix: 10.683227; Norm Diff Percent: 1.068323
Node: 2; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 11.046285; Norm Diff Percent: 1.104629
Node: 3; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 11.068362; Norm Diff Percent: 1.106836
Node: 4; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 11.885779; Norm Diff Percent: 1.188578
Node: 5; Time: 14; Accuracy: 0.666667; Norm Diff Matrix: 11.028401; Norm Diff Percent: 1.102840
Node: 6; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 11.082476; Norm Diff Percent: 1.108248
Node: 7; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 11.186961; Norm Diff Percent: 1.118696
Node: 8; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 10.921152; Norm Diff Percent: 1.092115
Node: 9; Time: 14; Accuracy: 0.333333; Norm Diff Matrix: 12.212955; Norm Diff Percent: 1.221295
Node: 0; Time: 15; Accuracy: 0.500000; Norm Diff Matrix: 12.771589; Norm Diff Percent: 1.277159
Node: 1; Time: 15; Accuracy: 0.346667; Norm Diff Matrix: 12.520618; Norm Diff Percent: 1.252062
Node: 2; Time: 15; Accuracy: 0.406667; Norm Diff Matrix: 12.747754; Norm Diff Percent: 1.274775
Node: 3; Time: 15; Accuracy: 0.333333; Norm Diff Matrix: 12.997795; Norm Diff Percent: 1.299779
Node: 4; Time: 15; Accuracy: 0.333333; Norm Diff Matrix: 12.942893; Norm Diff Percent: 1.294289
Node: 5; Time: 15; Accuracy: 0.333333; Norm Diff Matrix: 12.896525; Norm Diff Percent: 1.289652
Node: 6; Time: 15; Accuracy: 0.666667; Norm Diff Matrix: 12.793578; Norm Diff Percent: 1.279358
Node: 7; Time: 15; Accuracy: 0.666667; Norm Diff Matrix: 12.664769; Norm Diff Percent: 1.266477
Node: 8; Time: 15; Accuracy: 0.666667; Norm Diff Matrix: 12.617019; Norm Diff Percent: 1.261702
Node: 9; Time: 15; Accuracy: 0.333333; Norm Diff Matrix: 13.087580; Norm Diff Percent: 1.308758
Node: 0; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 10.064422; Norm Diff Percent: 1.006442
Node: 1; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 10.954651; Norm Diff Percent: 1.095465
Node: 2; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 7.458783; Norm Diff Percent: 0.745878
Node: 3; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 6.227218; Norm Diff Percent: 0.622722
Node: 4; Time: 16; Accuracy: 0.666667; Norm Diff Matrix: 11.170892; Norm Diff Percent: 1.117089
Node: 5; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 8.373749; Norm Diff Percent: 0.837375
Node: 6; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 11.061734; Norm Diff Percent: 1.106173
Node: 7; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 8.760113; Norm Diff Percent: 0.876011
Node: 8; Time: 16; Accuracy: 0.333333; Norm Diff Matrix: 9.479295; Norm Diff Percent: 0.947930
Node: 9; Time: 16; Accuracy: 0.360000; Norm Diff Matrix: 9.963837; Norm Diff Percent: 0.996384
Node: 0; Time: 17; Accuracy: 0.333333; Norm Diff Matrix: 12.199367; Norm Diff Percent: 1.219937
Node: 1; Time: 17; Accuracy: 0.666667; Norm Diff Matrix: 11.831895; Norm Diff Percent: 1.183190
Node: 2; Time: 17; Accuracy: 0.333333; Norm Diff Matrix: 12.130193; Norm Diff Percent: 1.213019
Node: 3; Time: 17; Accuracy: 0.333333; Norm Diff Matrix: 12.441375; Norm Diff Percent: 1.244138
Node: 4; Time: 17; Accuracy: 0.666667; Norm Diff Matrix: 12.357644; Norm Diff Percent: 1.235764
Node: 5; Time: 17; Accuracy: 0.333333; Norm Diff Matrix: 12.603767; Norm Diff Percent: 1.260377
Node: 6; Time: 17; Accuracy: 0.666667; Norm Diff Matrix: 12.226625; Norm Diff Percent: 1.222662
Node: 7; Time: 17; Accuracy: 0.640000; Norm Diff Matrix: 12.069618; Norm Diff Percent: 1.206962
Node: 8; Time: 17; Accuracy: 0.640000; Norm Diff Matrix: 11.894935; Norm Diff Percent: 1.189494
Node: 9; Time: 17; Accuracy: 0.666667; Norm Diff Matrix: 12.143559; Norm Diff Percent: 1.214356
Node: 0; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 11.301577; Norm Diff Percent: 1.130158
Node: 1; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 10.505435; Norm Diff Percent: 1.050544
Node: 2; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 10.548247; Norm Diff Percent: 1.054825
Node: 3; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 8.922416; Norm Diff Percent: 0.892242
Node: 4; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 9.650386; Norm Diff Percent: 0.965039
Node: 5; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 10.795230; Norm Diff Percent: 1.079523
Node: 6; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 10.775860; Norm Diff Percent: 1.077586
Node: 7; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 10.830621; Norm Diff Percent: 1.083062
Node: 8; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 9.306984; Norm Diff Percent: 0.930698
Node: 9; Time: 18; Accuracy: 0.333333; Norm Diff Matrix: 8.692293; Norm Diff Percent: 0.869229
Node: 0; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 12.055115; Norm Diff Percent: 1.205511
Node: 1; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 11.649086; Norm Diff Percent: 1.164909
Node: 2; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 11.998082; Norm Diff Percent: 1.199808
Node: 3; Time: 19; Accuracy: 0.633333; Norm Diff Matrix: 12.218195; Norm Diff Percent: 1.221820
Node: 4; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 12.231616; Norm Diff Percent: 1.223162
Node: 5; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 12.137553; Norm Diff Percent: 1.213755
Node: 6; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 11.986507; Norm Diff Percent: 1.198651
Node: 7; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 11.983849; Norm Diff Percent: 1.198385
Node: 8; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 11.841902; Norm Diff Percent: 1.184190
Node: 9; Time: 19; Accuracy: 0.333333; Norm Diff Matrix: 12.249155; Norm Diff Percent: 1.224915
Node: 0; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 11.017576; Norm Diff Percent: 1.101758
Node: 1; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 11.541238; Norm Diff Percent: 1.154124
Node: 2; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 10.731380; Norm Diff Percent: 1.073138
Node: 3; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 10.587261; Norm Diff Percent: 1.058726
Node: 4; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 10.382328; Norm Diff Percent: 1.038233
Node: 5; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 10.948492; Norm Diff Percent: 1.094849
Node: 6; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 11.051793; Norm Diff Percent: 1.105179
Node: 7; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 11.001908; Norm Diff Percent: 1.100191
Node: 8; Time: 20; Accuracy: 0.333333; Norm Diff Matrix: 11.201791; Norm Diff Percent: 1.120179
Node: 9; Time: 20; Accuracy: 0.666667; Norm Diff Matrix: 10.062992; Norm Diff Percent: 1.006299
Node: 0; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.877068; Norm Diff Percent: 1.187707
Node: 1; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.888964; Norm Diff Percent: 1.188896
Node: 2; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.524578; Norm Diff Percent: 1.152458
Node: 3; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.189787; Norm Diff Percent: 1.118979
Node: 4; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.386980; Norm Diff Percent: 1.138698
Node: 5; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.505405; Norm Diff Percent: 1.150541
Node: 6; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.904547; Norm Diff Percent: 1.190455
Node: 7; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.371297; Norm Diff Percent: 1.137130
Node: 8; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.543051; Norm Diff Percent: 1.154305
Node: 9; Time: 21; Accuracy: 0.333333; Norm Diff Matrix: 11.285883; Norm Diff Percent: 1.128588
Node: 0; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 11.930443; Norm Diff Percent: 1.193044
Node: 1; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 12.320602; Norm Diff Percent: 1.232060
Node: 2; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 12.216906; Norm Diff Percent: 1.221691
Node: 3; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 11.659324; Norm Diff Percent: 1.165932
Node: 4; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 11.976879; Norm Diff Percent: 1.197688
Node: 5; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 12.052565; Norm Diff Percent: 1.205256
Node: 6; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 12.314279; Norm Diff Percent: 1.231428
Node: 7; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 12.179863; Norm Diff Percent: 1.217986
Node: 8; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 11.974821; Norm Diff Percent: 1.197482
Node: 9; Time: 22; Accuracy: 0.333333; Norm Diff Matrix: 11.787052; Norm Diff Percent: 1.178705
Node: 0; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 10.957823; Norm Diff Percent: 1.095782
Node: 1; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 12.211152; Norm Diff Percent: 1.221115
Node: 2; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.553438; Norm Diff Percent: 1.155344
Node: 3; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 10.719714; Norm Diff Percent: 1.071971
Node: 4; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.002323; Norm Diff Percent: 1.100232
Node: 5; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 10.808820; Norm Diff Percent: 1.080882
Node: 6; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.515640; Norm Diff Percent: 1.151564
Node: 7; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.061772; Norm Diff Percent: 1.106177
Node: 8; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.667181; Norm Diff Percent: 1.166718
Node: 9; Time: 23; Accuracy: 0.333333; Norm Diff Matrix: 11.028731; Norm Diff Percent: 1.102873
Node: 0; Time: 24; Accuracy: 0.333333; Norm Diff Matrix: 11.783151; Norm Diff Percent: 1.178315
Node: 1; Time: 24; Accuracy: 0.333333; Norm Diff Matrix: 12.022168; Norm Diff Percent: 1.202217
Node: 2; Time: 24; Accuracy: 0.333333; Norm Diff Matrix: 11.800668; Norm Diff Percent: 1.180067
Node: 3; Time: 24; Accuracy: 0.333333; Norm Diff Matrix: 11.501868; Norm Diff Percent: 1.150187
